Time,Average Speed,Frambda1,Frambda2,Frambda3,Frambda4,Frambda5,Frambda6,Frambda7,Frambda8,Frambda9,Frambda10,Frambda11,Frambda12,Frambda13,Frambda14,Frambda15,Frambda16,Frambda17,Frambda18,Frambda19,Frambda20,,
158,34.55,66.11866556,46.28394078,59.80836836,37.95604097,39.8618677,18.09778214,6.069350338,7.462286919,2.397984191,2.276399659,13.77689634,13.01476659,5.998332477,16.05164092,7.442453593,12.32950195,11.18263216,10.65501011,1.000528184,14.27070971,0.407647574,
159,30,20.64741605,24.25617967,19.65488973,22.12909548,20.92147457,15.36509813,14.52548399,12.38679834,3.280062526,1.155332889,1.155332889,3.280062526,12.38679834,14.52548399,15.36509813,20.92147457,22.12909548,19.65488973,24.25617967,20.64741605,0.484689757,
160,23.1,39.41339134,6.837103777,22.82742182,7.85433958,8.464952165,22.0815022,4.569859994,36.04255252,10.98409719,22.86974575,11.69434253,11.59572436,2.372955668,3.674944919,11.61764518,0.692562014,10.35592475,11.17560981,4.764509061,1.881440757,0.63503903,
161,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,
162,31,32.43868955,24.07851743,38.85410539,27.86464718,26.34719818,25.85348474,21.89847997,14.75406639,25.36296118,4.307803054,24.59857941,3.543421292,14.15231608,7.007902493,3.05289773,2.559184286,1.041735288,9.947722925,4.827865035,11.99879049,0.824966496,
163,25.33,13.60551995,13.15707366,6.9963574,12.8377588,18.90710588,13.46767845,7.655256523,12.54433659,17.94128564,13.7359143,8.901652827,12.30860386,16.44831172,13.93271372,10.60047993,12.15610593,14.58997101,14.03675042,12.56764356,8.558373803,0.191608306,
164,16.47,46.1777788,20.51912592,14.96015789,27.86486434,19.05403852,27.51335889,8.580271281,9.451242685,5.432402758,2.382850295,3.263562307,1.563236005,2.350138921,12.020153,10.51069304,4.590771382,0.532446972,9.094803339,3.631228729,7.635935515,0.688773605,
165,6.33,4.358898944,1.370634605,4.313948686,4.007623993,0.538461092,5.377866575,2.249232706,3.847634928,3.309051157,0.190512773,3.384674243,2.451270409,2.414006763,2.35932511,0.241765231,1.020722088,1.515921422,0.35864384,0.97525509,0.229415734,0.702646698,
166,19.88,32.98299742,9.402167596,23.09663765,19.38097613,12.38718966,34.23085127,14.21687762,12.23617006,13.17637501,12.10458596,12.44414518,18.50968076,4.478815789,11.81447746,1.799073845,4.140507558,8.78853068,5.855118033,8.578857534,3.723519996,0.604111166,
167,7,1.605910137,1.242173905,0.912290437,2.240125053,1.538174107,0.557522064,2.148045439,1.792216929,0.187545943,1.997372745,1.997372745,0.187545943,1.792216929,2.148045439,0.557522064,1.538174107,2.240125053,0.912290437,1.242173905,1.605910137,0.459768091,
168,24.5,30.13498151,9.068492353,18.55513361,19.58523224,25.83984205,13.04713129,19.20830898,7.891936632,21.25286234,13.29712116,6.029950947,9.976588075,4.946747514,16.33482396,3.086247218,3.011590156,5.106368597,9.077507317,10.18914302,10.86405986,0.505484739,
169,19,23.86878703,11.36777417,20.35287904,5.58481393,4.120436357,8.413590442,4.503022937,0.933996385,7.477291811,9.082703587,10.50772878,18.41837023,12.50383407,18.72573649,2.178957464,9.116302924,5.645369097,11.36364967,1.224719507,12.8568318,0.552377686,
170,15.64,25.7136636,3.390783245,7.85692535,1.868102958,18.72130089,16.98045595,13.10937599,2.312569531,15.83092783,3.787292919,23.45613714,3.607523643,13.60065532,7.566424868,6.956699082,4.436655301,14.29940545,1.338960195,16.18883112,4.152540653,0.697829263,
171,15.5,7.11188775,5.638236266,4.846095123,6.641571463,0.073944946,1.253390457,0.542616649,7.102248555,6.777134382,5.077699181,9.643122598,6.348457941,3.005752718,5.452434795,0.02094569,3.589771476,1.521285627,6.931330408,8.477490906,3.441236008,0.600012518,
172,14.38,24.09820276,1.107884091,3.956458518,9.239440754,2.757538749,11.01321675,7.343663873,15.10599063,1.881094103,7.901547344,14.52659669,7.376975725,7.49107762,0.158801568,11.34347648,0.220091664,17.79856455,14.66377649,4.522113629,10.7920902,0.645086155,
173,14.67,10.09429229,11.57113754,11.30202618,6.447586953,4.697274235,0.261995493,0.649061496,2.479810469,1.58512344,0.791344327,0.630590662,2.062999495,1.697847238,1.713781986,1.580430442,3.161088296,8.159620734,9.460844372,13.49124473,8.717797887,0.837800299,
174,11.2,25.69456219,14.35944575,2.11139077,7.752477459,8.127474407,14.99876775,10.13342564,6.946386199,5.949766619,10.72982593,3.317267427,5.727678055,0.438299893,1.374088918,3.44983986,2.831304428,6.40008863,5.796343547,10.63629282,4.588314677,0.618661969,
175,13.4,13.22063616,9.813296923,9.165835908,10.28542842,8.532339504,2.055096382,8.575224225,0.751053579,3.165743758,0.569868713,3.602747413,3.358589647,4.141210459,3.7739875,2.52537348,5.993688918,15.4933263,8.170760367,11.52366809,9.438653237,0.595245991,
176,15.25,13.99435977,12.03869089,5.380740496,9.289755019,5.157359974,4.197425421,0.804453491,8.313978866,3.161561027,1.870369715,8.562993846,2.871855083,9.224916303,8.275584867,6.683181982,14.85888473,13.72088,2.672776184,3.33363724,6.194224815,0.52653084,
