Time,Average Speed,Lambda Index No.1,Lambda Index No.2,Lambda Index No.3,Lambda Index No.4,Lambda Index No.5,Lambda Index No.6,Lambda Index No.7,Lambda Index No.8,Lambda Index No.9,Lambda Index No.10,Lambda Index No.11,Lambda Index No.12,Lambda Index No.13,Lambda Index No.14,Lambda Index No.15,Lambda Index No.16,Lambda Index No.17,Lambda Index No.18,Lambda Index No.19,Lambda Index No.20,F(λ) No.1,F(λ) No.2,F(λ) No.3,F(λ) No.4,F(λ) No.5,F(λ) No.6,F(λ) No.7,F(λ) No.8,F(λ) No.9,F(λ) No.10,F(λ) No.11,F(λ) No.12,F(λ) No.13,F(λ) No.14,F(λ) No.15,F(λ) No.16,F(λ) No.17,F(λ) No.18,F(λ) No.19,F(λ) No.20
(272+0j),(77.3+0j),(171.55965138632163+0j),(4.664004909608046+0j),(-4.784901337295677+0j),(-31.73050770221201+0j),(28.5324605396587+0j),(9.048967595797722+0j),(28.969485598609452+0j),(20.616639148330517+0j),(27.105094317730163+0j),(-39.76869570810714+0j),(-22.188036689354693+0j),(-131.48042338109943+0j),(-48.943285343641435+0j),(-44.383470706235784+0j),(39.155633073890336+0j),(-3.0221951243205876+0j),(-22.085717790670692+0j),(-33.745613842069154+0j),(-13.571127920125022+0j),(-12.431767177869006+0j)
(273+0j),(73.18+0j),(272.3872870749946+0j),(16.942730227042777+0j),(-65.08724514374543+0j),(-13.163070500608534+0j),(18.716857823280613+0j),(-3.372865451128643+0j),(-55.12504794567781+0j),(13.93605852905716+0j),(-25.082353275948257+0j),(-25.581215810444167+0j),(-15.9275856528105+0j),(41.57984510904532+0j),(52.432435440505294+0j),(-2.3296323909116268+0j),(26.404562082855154+0j),(-17.11581869909074+0j),(19.1308724272755+0j),(4.202832667195313+0j),(-50.04059138646005+0j),(36.935933153160434+0j)
(274+0j),(66.67+0j),(132.47547824137234+0j),(-4.773023086836417+0j),(-24.64857861548984+0j),(22.00293909938696+0j),(32.875863946393665+0j),(2.922469020546499+0j),(-41.20525461392887+0j),(-63.165057352003565+0j),(41.16567131806204+0j),(59.61632408718849+0j),(62.530702945893715+0j),(-43.61105912816376+0j),(-34.15808242084165+0j),(-9.176187901385651+0j),(33.235418253749756+0j),(-27.01447371917871+0j),(-37.455527383193925+0j),(18.76731339481482+0j),(-40.01267724405599+0j),(-19.144105709315085+0j)
(275+0j),(73.05+0j),(267.26059857465896+0j),(73.39322533237609+0j),(40.67253422669741+0j),(27.01943053172969+0j),(24.692183667493968+0j),(22.257880920345087+0j),(39.237810649969845+0j),(-35.73591120992825+0j),(-10.092152130009783+0j),(-34.15225781746044+0j),(-27.595489870813864+0j),(-17.592794426964346+0j),(-9.134406131433844+0j),(-21.16710696035176+0j),(-2.0605888381776154+0j),(17.961345606042492+0j),(-32.66954051972943+0j),(13.79665483650943+0j),(20.1460372006943+0j),(-25.456415075086067+0j)
(276+0j),(67+0j),(148.46738529957267+0j),(42.507310529783766+0j),(-18.640266180292528+0j),(24.389931392373587+0j),(10.15537377135583+0j),(3.0097886607953104+0j),(-60.761770600708495+0j),(66.6470397725775+0j),(21.38596073049937+0j),(-75.8741226163962+0j),(29.154296370099935+0j),(23.393306521835672+0j),(-24.931074938900096+0j),(26.404330183101298+0j),(31.07892995484419+0j),(56.944107249777275+0j),(1.9353542521559+0j),(-2.849597921413338+0j),(7.7662926829116685+0j),(48.9009567997483+0j)
(277+0j),(71.05+0j),(252.59033964938655+0j),(33.05345361322737+0j),(-3.695954094457292+0j),(-35.408379638986546+0j),(-58.02646477494056+0j),(-32.73547132568952+0j),(-92.08131584883648+0j),(-16.39198650501718+0j),(12.28323811827994+0j),(30.863181101001135+0j),(4.711459179664153+0j),(-13.318671643017332+0j),(23.334531643094184+0j),(15.26418452304367+0j),(-3.9874330909275493+0j),(0.32562384393167676+0j),(1.1053889941220767+0j),(12.171699152218885+0j),(-55.18354134750072+0j),(2.780821602097884+0j)
(278+0j),(68.71+0j),(110.34896799174057+0j),(23.154251921970573+0j),(0.504452688781015+0j),(-11.379376181760918+0j),(-24.018062480153024+0j),(-45.17427618658491+0j),(-31.505023852852997+0j),(-29.246938400247675+0j),(-16.668284264054144+0j),(5.6982228420213605+0j),(-1.5722120982219319+0j),(4.402798850039+0j),(-9.176548784377097+0j),(-4.177197944247194+0j),(-79.0141065354641+0j),(15.410709950936646+0j),(55.321576566279234+0j),(-47.761452349006454+0j),(26.128499253032928+0j),(-75.01894497567362+0j)
(279+0j),(70.06+0j),(232.1051450221666+0j),(3.7295294462114903+0j),(-60.41029965814769+0j),(-63.5031021388546+0j),(-8.078730965031259+0j),(-44.36114957046239+0j),(38.051892256382615+0j),(-61.0147234995502+0j),(-13.24866427675408+0j),(-49.531107384566184+0j),(-18.092539025704323+0j),(25.046185154643812+0j),(-32.35722918631+0j),(-7.360939058237182+0j),(24.572602626443082+0j),(-29.196986306802646+0j),(-18.221847097348856+0j),(27.566398103285334+0j),(-43.29987396689242+0j),(1.2421057777437046+0j)
(280+0j),(67.82+0j),(171.14413746743952+0j),(-1.5897559037594782+0j),(-61.033408086844744+0j),(18.069779124132072+0j),(-0.37793336051938553+0j),(-18.312388038895488+0j),(36.07138646071481+0j),(-6.203680010833672+0j),(-8.428185635968184+0j),(-62.05876903580064+0j),(37.985264454567734+0j),(30.649102051889095+0j),(81.09105047126157+0j),(-20.67207717088835+0j),(-12.076265179295392+0j),(-45.53712198883566+0j),(-9.753945616225824+0j),(-11.917648618158315+0j),(33.386686297269264+0j),(38.54184329025436+0j)
(281+0j),(69.77+0j),(260.888667585815+0j),(1.4965574577160048+0j),(-47.8437817652576+0j),(55.46851843310556+0j),(21.775801380825907+0j),(13.961659265643359+0j),(-8.801901754996704+0j),(0.36147484760703463+0j),(27.833573991501787+0j),(-4.795541761080795+0j),(-25.404028672963335+0j),(4.890701058872718+0j),(-36.783661588545+0j),(-13.51055696524609+0j),(18.87795147011489+0j),(72.10308772780655+0j),(-8.691609344666194+0j),(0.30507603170835296+0j),(-52.18606397199188+0j),(20.580221735610774+0j)
(282+0j),(69.33+0j),(137.9814558542658+0j),(-14.921676019132349+0j),(-24.028420605945364+0j),(49.274067501445565+0j),(21.33775396388433+0j),(-15.288844275809101+0j),(-40.010467877063796+0j),(-27.29491389157762+0j),(-28.249566921585103+0j),(-46.093433189219795+0j),(-20.08196928677622+0j),(-26.085534053918163+0j),(62.883162334911816+0j),(-67.45062671040496+0j),(2.0224979012689612+0j),(-45.55557463039544+0j),(-34.526695051410734+0j),(55.09060200008389+0j),(-5.551284868518099+0j),(-36.12087001573663+0j)
(283+0j),(67.41+0j),(239.81025286537425+0j),(-31.171732092999765+0j),(-36.84370196200803+0j),(6.357098646650595+0j),(-54.16094834548491+0j),(-12.587459172063447+0j),(12.526045086770168+0j),(23.032853708755326+0j),(-43.14870423448668+0j),(56.7957742822576+0j),(-18.176103434661226+0j),(62.077701443749774+0j),(-10.397764723686175+0j),(37.120760492161295+0j),(61.71015418737997+0j),(19.843011144372912+0j),(22.429740583503463+0j),(-6.97596002242771+0j),(19.058929620429396+0j),(4.5489531603226645+0j)
(284+0j),(62.44+0j),(123.62329172881132+0j),(-37.230951321548815+0j),(-1.3390169873365174+0j),(-3.1598973521426963+0j),(-47.73788872164887+0j),(-7.618597703877954+0j),(52.241654255772254+0j),(21.199998435782597+0j),(-7.039695405067821+0j),(-14.02147848989567+0j),(13.562647422872946+0j),(-46.667304915623234+0j),(-0.5223180869240771+0j),(-6.981630221901042+0j),(-43.500475043887185+0j),(1.0448863831885626+0j),(-53.074585515901866+0j),(-43.20863793008277+0j),(-84.35291238146253+0j),(7.080098922566126+0j)
(285+0j),(63.6+0j),(245.27686896117825+0j),(-84.38854518887295+0j),(-33.51165100893192+0j),(47.26627343903333+0j),(-50.90730445663857+0j),(28.374760085760773+0j),(-22.538117086080447+0j),(-5.555044403216087+0j),(-22.705101215353494+0j),(4.654414413065014+0j),(1.1456054352463134+0j),(-16.07181212856133+0j),(-28.951536961847857+0j),(-28.0954913943587+0j),(19.94909487906494+0j),(15.312651738810633+0j),(13.121421388582828+0j),(-19.557550151797482+0j),(-10.979199388510853+0j),(-5.584700647070738+0j)
(286+0j),(70.82+0j),(178.71485668516888+0j),(47.10968431411128+0j),(-48.96797247574849+0j),(-27.979544934012896+0j),(8.23196470212105+0j),(27.67967856589936+0j),(31.37503021349652+0j),(58.136519508104435+0j),(9.766637372552973+0j),(-6.958189834997743+0j),(14.45112266026162+0j),(-0.586683760169354+0j),(6.739753667948541+0j),(-10.021438377866632+0j),(4.477609141362919+0j),(60.870868234130896+0j),(52.40848380827635+0j),(20.243471568651525+0j),(56.84307625331999+0j),(-69.97179883052127+0j)
(287+0j),(62.38+0j),(234.26491373539085+0j),(-72.32678806997009+0j),(19.553847558737154+0j),(-3.861904319570442+0j),(-16.047229323854374+0j),(-11.603510718442873+0j),(-49.53309007348213+0j),(19.790137057234535+0j),(-35.008472808382265+0j),(16.061183234299534+0j),(-29.524789124068228+0j),(40.434812297749076+0j),(2.876049401938239+0j),(-30.321003565344945+0j),(2.853066368227408+0j),(-35.04449933101671+0j),(-38.12136898118138+0j),(-1.5376136752680978+0j),(-34.40348666835514+0j),(24.183679164799926+0j)
(288+0j),(71.3+0j),(157.86190166682746+0j),(-15.86596173607678+0j),(-21.882710860357705+0j),(-42.56433645054254+0j),(-4.607815350310125+0j),(6.304490162747495+0j),(9.74012555464684+0j),(25.92105759572104+0j),(72.90332324861679+0j),(-26.05073210718105+0j),(50.108039499037034+0j),(8.730428273401351+0j),(-71.7246929183557+0j),(57.73380552609447+0j),(57.45289016548919+0j),(-8.99423258954993+0j),(-8.145692113087268+0j),(-38.8584793930811+0j),(-42.56567083556006+0j),(3.2356970380689276+0j)
(289+0j),(66.3+0j),(250.29618231067977+0j),(-62.148845267580406+0j),(-47.32536959625064+0j),(7.162262816975403+0j),(-25.922551075566705+0j),(-11.396600781166264+0j),(6.788579161251587+0j),(-53.527497214287415+0j),(-50.92039730922833+0j),(0.3584011717468911+0j),(-47.30835794412846+0j),(20.683023236321162+0j),(-5.34959045835862+0j),(-17.13040820705313+0j),(-23.680485987555407+0j),(34.975262991884+0j),(-39.07086880415336+0j),(-7.625786680228142+0j),(20.240630787924804+0j),(3.2953186611413905+0j)
(290+0j),(64+0j),(190.87389058030683+0j),(-13.065728483906515+0j),(26.921868823431232+0j),(-28.838645349704052+0j),(39.31866531880539+0j),(-2.9565840541958663+0j),(-1.0247344582518387+0j),(36.2106743414753+0j),(12.965810529003049+0j),(-0.6012382167023826+0j),(20.128193078993114+0j),(9.488552514918089+0j),(1.9618812053895383+0j),(2.753614145816936+0j),(63.33469195702454+0j),(7.463142394250929+0j),(39.21985675255922+0j),(78.83220320625334+0j),(58.81137308789003+0j),(-5.047146145152338+0j)
(291+0j),(63.62+0j),(255.74649433227026+0j),(-95.29908939182114+0j),(-13.53772913994743+0j),(42.85351920610154+0j),(-45.63478855122828+0j),(29.409293441663085+0j),(-10.426982159288604+0j),(7.04616718604726+0j),(-17.320515938881307+0j),(11.419427980899934+0j),(-13.664046665941317+0j),(0.4381880708601038+0j),(-12.079143672281514+0j),(0.4785251791567475+0j),(10.714666965537457+0j),(-15.049683083768995+0j),(-29.303742383892224+0j),(-2.364007361319345+0j),(4.424825646714126+0j),(13.065168109184537+0j)
(292+0j),(60.83+0j),(167.47348572550968+0j),(-21.70147161526876+0j),(-16.686905769264158+0j),(34.83706993883793+0j),(24.38628831250584+0j),(13.063143316053432+0j),(51.79283728557745+0j),(-31.60007299668995+0j),(64.01987046406767+0j),(-35.95972816543224+0j),(19.853166673876494+0j),(30.633424374734723+0j),(-25.743262430614873+0j),(41.28841027845522+0j),(-2.3962065239775114+0j),(-20.878309229453137+0j),(34.6246329966009+0j),(2.0040886408443033+0j),(-36.22119663126931+0j),(48.17730411281788+0j)
(293+0j),(60.44+0j),(245.50826271093416+0j),(-18.430922360470305+0j),(26.698352403669713+0j),(27.449697687623356+0j),(-12.864514758943773+0j),(-21.947145783847184+0j),(-55.36785956396999+0j),(41.01768909117172+0j),(-45.808129828091936+0j),(-33.74542414573352+0j),(-32.60919944915561+0j),(-7.532059024410499+0j),(0.6534461587343401+0j),(-13.564956827382625+0j),(-12.88160141274338+0j),(-2.11220095690536+0j),(15.931238983799302+0j),(-6.317518493837593+0j),(4.7311349007756665+0j),(11.10500431829295+0j)
(294+0j),(62.33+0j),(85.80148446758952+0j),(-48.44824919328236+0j),(5.121212829644115+0j),(-37.402405807391524+0j),(-42.57346188953034+0j),(-18.571313914900436+0j),(-8.495567690707512+0j),(5.975685825759864+0j),(25.060930951866368+0j),(66.47820313323585+0j),(16.19428611914301+0j),(-24.75446917829167+0j),(37.59305743230003+0j),(-56.2750300131201+0j),(-27.256679667314444+0j),(-13.996101090394697+0j),(-14.0889370306585+0j),(-9.383838531403466+0j),(14.602611113534564+0j),(-11.011955225786963+0j)
(295+0j),(59.04+0j),(237.67354159502258+0j),(-27.62816024672233+0j),(15.84077802102895+0j),(12.331029784493055+0j),(-14.982200580751602+0j),(11.288162632732504+0j),(-1.6682453014978638+0j),(-45.11253121357136+0j),(7.68275191596633+0j),(26.73649949672527+0j),(-19.19983133336578+0j),(-33.046380979190694+0j),(-49.974362917458045+0j),(17.356997643389647+0j),(6.771961697691422+0j),(-4.344258246843719+0j),(-16.95964413840945+0j),(-23.035735699128523+0j),(-51.02963704520326+0j),(35.21193846480057+0j)
(296+0j),(61.56+0j),(127.09631656429093+0j),(-22.984092640358845+0j),(5.24527414044152+0j),(10.36887277691722+0j),(-7.107810486527709+0j),(28.993605266532384+0j),(-7.026246230542403+0j),(13.422012742434264+0j),(-17.908035257751635+0j),(-82.70601123114463+0j),(3.437431676896297+0j),(3.3394055230952033+0j),(48.459884194142454+0j),(-45.40357837710849+0j),(-32.40826031891086+0j),(25.849508377904602+0j),(26.72392268106941+0j),(64.96723410472462+0j),(5.637986269804408+0j),(11.470786693528062+0j)
(297+0j),(54.4+0j),(217.6817645998566+0j),(-39.357937893443264+0j),(-55.04776009215067+0j),(-21.642162108020848+0j),(8.857426268987718+0j),(-10.877351423485322+0j),(-53.24968374512254+0j),(32.59753720557701+0j),(15.129193837197404+0j),(41.9313328931522+0j),(3.746350388406901+0j),(4.320740098123757+0j),(-15.514240566934573+0j),(19.263717551384403+0j),(22.87533823982504+0j),(22.326769043797796+0j),(-14.689089662612377+0j),(-27.108005492416034+0j),(26.033457088826275+0j),(-25.38362608856383+0j)
(298+0j),(57.82+0j),(140.46566740975334+0j),(-20.279846908311+0j),(-33.01826332131334+0j),(0.8720538865913507+0j),(20.092199281838674+0j),(-26.526320722783638+0j),(-11.132953813632685+0j),(4.28347951522419+0j),(17.769065126622987+0j),(-22.55967180738339+0j),(-13.18686887405544+0j),(1.719408191099666+0j),(21.15225344896549+0j),(42.526770223974395+0j),(-1.9150898800940253+0j),(-5.707559172254261+0j),(-7.511831678619645+0j),(0.4927023333407359+0j),(-73.28987131396549+0j),(97.79434090982902+0j)
(299+0j),(61.57+0j),(271.02907476186823+0j),(-74.30775263546485+0j),(7.117835913016531+0j),(-2.4922283468560096+0j),(-31.78821220618674+0j),(25.16889635985259+0j),(-23.503292759598995+0j),(8.38367716281358+0j),(-2.0137253170224625+0j),(-5.829997349819168+0j),(-0.26332106456928095+0j),(-6.5377491444453195+0j),(-14.559407927270886+0j),(-2.8990261007522653+0j),(15.138770712139173+0j),(-7.625117300893482+0j),(-13.569246695918864+0j),(-15.171634127196604+0j),(12.933453461232673+0j),(17.433617758277677+0j)
(300+0j),(61.4+0j),(140.861260596525+0j),(-18.020537529843093+0j),(-27.46591366218673+0j),(33.32842889516046+0j),(-16.135594762984983+0j),(-19.288719126669267+0j),(39.29532492959591+0j),(25.866912911528456+0j),(-3.1836061530606+0j),(7.450191645244752+0j),(16.36198635673249+0j),(-17.568834596787042+0j),(-12.753837707699933+0j),(-9.780171289626075+0j),(-34.577736900217076+0j),(37.621081340318014+0j),(-12.05936171778391+0j),(21.087524389451577+0j),(80.96721839145985+0j),(-66.07173135472172+0j)
(301+0j),(57.26+0j),(233.0247859735324+0j),(-47.05403583977782+0j),(-5.119082916558638+0j),(8.998282406502321+0j),(44.19856821726892+0j),(21.345644128018705+0j),(-28.20133983441137+0j),(-4.19057080834483+0j),(38.57736441571043+0j),(-7.483825444026034+0j),(-30.275633847450955+0j),(-18.82797025363503+0j),(-0.423041892845343+0j),(9.887017871333168+0j),(43.7040001718563+0j),(30.90340261003948+0j),(-20.555380192222206+0j),(-20.238486533601364+0j),(-44.71963562833407+0j),(22.13326361829356+0j)
(302+0j),(61.7+0j),(132.54546989100362+0j),(-28.248201573625487+0j),(-25.227326562380785+0j),(-30.5984406798134+0j),(-19.959119371550017+0j),(-0.3188286890172325+0j),(-19.672102696131013+0j),(58.60508565068319+0j),(-71.80213091212326+0j),(25.654304015480317+0j),(-32.41123402673231+0j),(-54.029176205131265+0j),(-3.7326856746726946+0j),(-4.03151980789796+0j),(-2.002190228177538+0j),(-50.596939990559605+0j),(21.55125462528113+0j),(36.22579910563931+0j),(-49.071274251606894+0j),(14.272687722615867+0j)
(303+0j),(57.35+0j),(224.57972136918042+0j),(-44.88872369563609+0j),(7.958189371295949+0j),(19.57327822288946+0j),(-13.426074789523735+0j),(-11.728959876268306+0j),(-10.469110421944588+0j),(-18.05533192988341+0j),(42.78398862398168+0j),(11.078342465200617+0j),(40.65281941560148+0j),(55.405894375154595+0j),(-11.867459138723312+0j),(7.388686169152865+0j),(-6.168442689064082+0j),(25.81280184181087+0j),(8.259752328103765+0j),(27.48897964470733+0j),(21.17836219439879+0j),(-36.458819595320605+0j)
(304+0j),(51.56+0j),(103.15637919168996+0j),(-21.229857218616367+0j),(7.169417101363676+0j),(39.10170137872552+0j),(19.9826489219614+0j),(11.79688355029643+0j),(13.624033315250825+0j),(-69.57768968072492+0j),(20.14201851756802+0j),(-10.0359046476279+0j),(-52.447010793453444+0j),(-57.69488587828543+0j),(-2.2883833626867105+0j),(-12.544701877008144+0j),(9.919977348195093+0j),(-21.698162789403828+0j),(-34.382817952528285+0j),(42.3893682139096+0j),(4.269622733068191+0j),(1.9160269210267424+0j)
(305+0j),(60.67+0j),(228.40863850047083+0j),(-6.276385973246437+0j),(20.926431108645602+0j),(-23.203082214092767+0j),(-9.82979901744609+0j),(-5.686921696365811+0j),(-22.501292400588+0j),(48.840409754448324+0j),(-69.59075360504315+0j),(-52.83897298749762+0j),(-18.569203021009205+0j),(9.853719928436334+0j),(9.334615498268723+0j),(5.921419556963683+0j),(5.929917615641514+0j),(-13.511844039193054+0j),(25.815982542541704+0j),(18.361700187656844+0j),(-16.60400610627506+0j),(17.382727519751576+0j)
(306+0j),(54.55+0j),(137.64944032233626+0j),(-37.06098355364287+0j),(4.411203536275636+0j),(6.254245048861611+0j),(-17.61659578915428+0j),(-75.29318809740995+0j),(-16.845826186975856+0j),(-4.490959208037294+0j),(46.2982153217871+0j),(22.61827588412474+0j),(45.03535153032574+0j),(18.370346223164134+0j),(26.59000028954531+0j),(-2.2911840269539665+0j),(-2.5790407258449175+0j),(-68.48433927224588+0j),(-0.6201852074272889+0j),(2.173649993599909+0j),(7.501648458237131+0j),(17.435595774162646+0j)
(307+0j),(58.32+0j),(197.1130715856836+0j),(-8.888299911845603+0j),(-32.91646440392689+0j),(-15.636956579617005+0j),(14.39131517640452+0j),(-9.421359565283748+0j),(19.545351353294627+0j),(-60.847874198680174+0j),(25.51656544151436+0j),(-5.51675881860041+0j),(-36.45471239814534+0j),(-47.87714604220815+0j),(-27.0145964117971+0j),(-24.522046100951513+0j),(-2.3920748440093575+0j),(43.698439077030926+0j),(-37.301779758844084+0j),(-6.1868282233369545+0j),(-32.87610510203905+0j),(43.7885943577411+0j)
(308+0j),(60.27+0j),(150.08680217398768+0j),(-54.99210406205325+0j),(8.011680346495359+0j),(-7.431860115268466+0j),(-22.773975614294002+0j),(39.35281689796699+0j),(6.641423436778781+0j),(1.5625904498412782+0j),(3.73608305934087+0j),(-53.89695071307659+0j),(-5.625822703433002+0j),(64.59599431892933+0j),(75.3338739917616+0j),(-24.001328178609533+0j),(-6.742996080629937+0j),(-36.0492768967558+0j),(-1.3313298962981+0j),(5.930830504050469+0j),(-29.991017270259366+0j),(-18.861002400027225+0j)
(309+0j),(57.9+0j),(220.78702904421598+0j),(-41.2458814048156+0j),(-34.18747304210453+0j),(26.569318315213458+0j),(10.397883016178124+0j),(-14.650804787335996+0j),(5.390184737837236+0j),(47.409342264581994+0j),(-58.73838387831838+0j),(-2.633088167306086+0j),(-18.99203076454294+0j),(-30.004522994964233+0j),(-33.649399391706+0j),(28.307601435227852+0j),(-8.76847518433263+0j),(-26.515997797080516+0j),(-21.94556924401858+0j),(2.1783059740813666+0j),(26.645134846247828+0j),(-27.761281814222986+0j)
(310+0j),(61.5+0j),(133.69930192901748+0j),(-3.9599518236732374+0j),(17.266201337127857+0j),(-30.862423424385867+0j),(-35.32080344146901+0j),(-47.340354706707075+0j),(0.2439799625399779+0j),(1.7427585859855217+0j),(24.371987958952797+0j),(40.85798942624893+0j),(-31.056531572334894+0j),(-7.8759412774974615+0j),(-18.802320695427476+0j),(-62.498434426044334+0j),(28.61044062992969+0j),(59.8889739720959+0j),(-17.0394954709939+0j),(-39.77688651547108+0j),(-56.25233630928487+0j),(11.03781000555315+0j)
(311+0j),(57.43+0j),(228.38558105759546+0j),(-66.15188177467536+0j),(-58.727671533099354+0j),(8.688982142374318+0j),(-3.811813114295008+0j),(11.655795626249072+0j),(2.9631003749216553+0j),(12.90060843051792+0j),(-7.964759509752874+0j),(-33.37630172866263+0j),(-11.255267650859887+0j),(30.046143151826662+0j),(3.7248449892519755+0j),(35.66248048570429+0j),(38.35463967949418+0j),(-19.54161481311096+0j),(13.28827815622352+0j),(-3.8559895042852226+0j),(-17.338611328441594+0j),(13.466355969738288+0j)
(312+0j),(63.25+0j),(165.99603016624056+0j),(-30.772708104608967+0j),(-27.835062533604756+0j),(15.350575449808996+0j),(-21.702608156787488+0j),(-7.901266369342613+0j),(-43.10349466746894+0j),(8.176696902503357+0j),(-81.44441074022542+0j),(-60.85981363053035+0j),(12.780838537061689+0j),(-45.77209784838017+0j),(3.5195947829905787+0j),(-38.80391108585296+0j),(-35.54962632940895+0j),(-9.741024021234601+0j),(-37.0302627006834+0j),(-21.435477462685768+0j),(12.92931164569468+0j),(-36.80352254356584+0j)
(313+0j),(58.73+0j),(242.4077736193512+0j),(-39.410566218949874+0j),(-28.143366686419256+0j),(-8.81448956990987+0j),(-49.681573748422814+0j),(-7.144165247027551+0j),(7.299363776340893+0j),(21.413093855153527+0j),(-7.305238100039745+0j),(5.97722802213068+0j),(23.743306283061727+0j),(43.35656550829845+0j),(-11.71371030915591+0j),(46.65606390864823+0j),(49.68173382317548+0j),(24.107140966986677+0j),(-3.1703191566156246+0j),(25.296884382491292+0j),(4.553571501090893+0j),(4.760086804094436+0j)
(314+0j),(64.5+0j),(144.68062702226146+0j),(-45.79542394399056+0j),(-17.604804413284448+0j),(5.893852823244746+0j),(41.85364166759626+0j),(10.768413130719175+0j),(-18.57066237567171+0j),(1.7307732569568532+0j),(16.234755343154777+0j),(36.2195288031877+0j),(-49.95287672176165+0j),(-28.70558190013486+0j),(-51.65679532754833+0j),(-29.12415447830476+0j),(-15.654509116637929+0j),(-48.134620894624135+0j),(66.56560873139392+0j),(12.872606328194943+0j),(-7.011747663500108+0j),(-56.58498521596648+0j)
(315+0j),(61.45+0j),(261.3399263638871+0j),(-91.32811477046496+0j),(-0.13117577856404594+0j),(16.17899270158446+0j),(-14.87673681847672+0j),(-4.285456018258449+0j),(9.66862976191489+0j),(19.468972891845393+0j),(5.425124069958763+0j),(-4.097925503017027+0j),(3.113546364266295+0j),(-12.516116711392318+0j),(-3.4203727878235313+0j),(2.0893280211495115+0j),(9.158421911083298+0j),(17.75604510671354+0j),(14.9737913100285+0j),(-25.68687885588279+0j),(9.203791118392807+0j),(12.653270848199506+0j)
(316+0j),(60.71+0j),(191.3748809020287+0j),(27.449219255182776+0j),(4.042815043136224+0j),(39.42699225855884+0j),(13.387864223138964+0j),(-1.0952202109533768+0j),(10.657595622680102+0j),(-14.959597598820649+0j),(3.0664606694705636+0j),(31.239769269657153+0j),(25.971465519145706+0j),(2.8319691791170083+0j),(-35.874605880567955+0j),(-13.571296359934282+0j),(-70.45531817108636+0j),(-43.774193856027765+0j),(-31.78851153935757+0j),(-23.350844045181024+0j),(-42.28619726973753+0j),(44.00566204916795+0j)
(317+0j),(62+0j),(239.31881324920437+0j),(-78.3212848831051+0j),(27.442936045966036+0j),(33.67928108382799+0j),(-16.598087126129663+0j),(-10.653277179069478+0j),(-7.031933313400037+0j),(41.33590309802768+0j),(-29.78083246217389+0j),(-18.54221346635047+0j),(-47.491570130419376+0j),(-12.815280772097204+0j),(-26.32681462434818+0j),(19.851546087136207+0j),(8.187573032995703+0j),(-16.55838177439801+0j),(-23.00143646746203+0j),(47.8524192118416+0j),(3.7941386642279493+0j),(-19.356398047965733+0j)
(318+0j),(58.82+0j),(143.05643479506884+0j),(-27.279191724687788+0j),(19.370799739569506+0j),(-27.32559073362212+0j),(1.9354016973623125+0j),(-17.306421210857984+0j),(-46.81621796688905+0j),(-16.724862930163436+0j),(-12.79223960702695+0j),(-4.651315432499054+0j),(20.1262347248476+0j),(19.079785409780854+0j),(14.346446280858363+0j),(13.37134353928926+0j),(-10.399302141389738+0j),(34.83644455701526+0j),(-75.76207689488848+0j),(-96.8157900123874+0j),(-4.007432720883948+0j),(-16.15808451110027+0j)
(319+0j),(58.05+0j),(221.8227765309639+0j),(-47.89398431052464+0j),(-12.967154925762491+0j),(3.142384016970203+0j),(-68.15203260616116+0j),(-37.6651398910455+0j),(-24.62127844195553+0j),(-19.06325430986137+0j),(51.9617113485578+0j),(12.916391034042485+0j),(18.66494177328122+0j),(-23.082478297408848+0j),(-34.86558247703454+0j),(9.907759838739413+0j),(36.39534102185246+0j),(2.9192403515449055+0j),(12.432737364815083+0j),(3.152160320323361+0j),(4.51659818273863+0j),(8.715819871196315+0j)
(320+0j),(60.09+0j),(148.14969582597155+0j),(-17.93082836120517+0j),(-8.670844022196095+0j),(-21.4803638410309+0j),(8.060156188717443+0j),(1.656839715114529+0j),(23.778975595347354+0j),(-78.35447309534555+0j),(-19.522309089841926+0j),(-54.15831228554598+0j),(-42.891265622686134+0j),(11.183424656295852+0j),(-3.901825567266428+0j),(13.743776768139925+0j),(-14.40298466261977+0j),(-45.00998142281713+0j),(25.44268106984372+0j),(63.38853365260764+0j),(-5.272271197324816+0j),(-29.771177148761982+0j)
(321+0j),(58.53+0j),(200.8835257887793+0j),(-48.55454791039691+0j),(-24.057893889996286+0j),(17.1360383340261+0j),(6.996288968527892+0j),(53.922438665417666+0j),(28.879526498694666+0j),(24.92605053431302+0j),(-41.795688284602036+0j),(7.175329154525917+0j),(19.79617903155709+0j),(2.7740003897221452+0j),(-23.652168591802642+0j),(51.73032159705107+0j),(26.373183178465464+0j),(-11.12414283676632+0j),(-46.403899730662324+0j),(-20.295352975358007+0j),(-36.85093831125528+0j),(26.23013867953624+0j)
(322+0j),(51.7+0j),(110.94778275874276+0j),(-24.637954650969785+0j),(8.969703429992315+0j),(22.780589892969264+0j),(16.783330329228168+0j),(5.488065196841549+0j),(-60.72936274028586+0j),(45.57848487004379+0j),(19.842885614115303+0j),(-13.250957045236635+0j),(-42.88199269693429+0j),(-43.642113175112755+0j),(-49.52255059946527+0j),(-4.7949702379865675+0j),(-3.7996967549485428+0j),(-34.21677584788813+0j),(-10.809608919159956+0j),(-28.82236983263777+0j),(-55.45741140793856+0j),(16.409398992966963+0j)
