Time,Average Speed,F(λ_1),F(λ_2),F(λ_3),F(λ_4),F(λ_5),F(λ_6),F(λ_7),F(λ_8),F(λ_9),F(λ_10),F(λ_11),F(λ_12),F(λ_13),F(λ_14),F(λ_15),F(λ_16),F(λ_17),F(λ_18),F(λ_19),F(λ_20),Time,Average Speed,,
100,76.5,175.5030364,3.248657498,4.469710794,-35.21523271,34.79745375,19.33664599,-44.78652306,-24.87325163,-15.91117218,15.78334928,8.67678439,-21.0068879,-9.196625411,-10.25272465,-57.19683929,78.85794222,-7.672395598,30.2766995,96.52531521,-44.27723664,100,76.5,38.66670371,21.58366956
101,73.28,263.1041019,-24.17097534,-13.31858808,15.18767458,74.60127097,-0.070914809,-35.11434639,-12.72062323,29.6381845,-1.05436386,-41.00942393,-7.464177749,-5.187801926,-5.536489127,69.47114317,1.877533245,-40.96051163,-2.243282587,-64.02631069,4.386731739,101,73.28,33.31106424,-57.71527114
102,73.64,180.3168108,-10.05992614,-12.3676318,-2.119179897,-20.45064999,-39.34113823,-40.71729963,7.342119019,-23.74468991,-80.99667868,-20.27636419,16.6770262,-11.08154104,67.15734167,-58.98274309,-6.4661013,68.94614491,19.10664433,-50.50232846,19.72579708,102,73.64,37.1989209,-178.1511991
103,75.25,288.2996518,7.128065844,-6.316344241,42.91860276,-25.56920605,-27.23476293,9.705924948,-21.47284903,7.83828415,47.03608724,50.85819239,11.18319856,7.025959911,-19.77439588,34.7624107,10.97077708,23.47826655,2.578730505,27.75630669,-42.36598507,103,75.25,25.87647054,140.5072641
104,72.73,172.1767482,26.7731283,-58.70825072,30.73532298,-7.349399404,20.11843718,-4.362939634,-30.35451811,6.693471367,-46.72258895,-54.72323939,-60.73011484,-55.67163643,27.61289889,-2.607900897,-48.37810803,-87.45007108,-19.53928708,12.38454992,11.72803522,104,72.73,35.42462529,-340.5522107
105,74.17,277.960459,-18.50531121,-10.54250817,-20.08939888,-24.8782017,13.79711181,-47.45361944,6.795021758,-64.77054801,-18.60412062,8.128838728,41.38143401,41.87583783,24.78293571,-8.07857703,-7.900401484,10.28386446,9.00220185,-61.9891834,22.6219059,105,74.17,29.69153398,-104.1427179
106,76.7,171.8630148,-10.77868266,35.51646923,-19.03470228,3.140358436,49.05879768,-18.0923442,0.266774902,90.69351364,80.92730657,15.26114253,4.403279851,-85.8113435,-40.03246222,33.1229954,2.871966031,-12.1904025,-4.489425912,-6.81531282,5.704763214,106,76.7,39.08456186,123.7226914
107,77.57,295.9423407,-2.644180942,14.31657188,-18.46666915,-7.024026586,-14.40261659,26.70636675,12.04515411,-29.31561986,-64.71991432,-39.01704411,-50.67146182,12.98947207,-0.826093118,-6.618646787,29.7859215,-0.433538934,-8.545499138,45.70715124,-30.74566437,107,77.57,27.24039211,-131.8803382
108,76.78,158.5262721,-28.68900114,-5.844413853,-21.38665425,24.91938752,-14.14483842,-27.30404645,33.24922199,8.123008324,-8.267509654,84.56701565,96.82000806,13.75160349,44.63890496,-50.54893873,-3.902876819,-2.550406123,19.64228262,-34.11608529,-42.44191077,108,76.78,38.63628244,86.51475112
109,76.5,255.7782832,25.94328062,-2.463004298,48.210788,19.91718242,15.74892473,21.02546102,-43.34518559,44.61575109,52.41407678,-8.479786527,-57.01327562,-12.90798728,-45.70575287,28.45040693,3.339192937,40.64006939,3.925725744,-49.95508234,25.48540657,109,76.5,33.46829407,109.8461917
110,73.78,147.1580852,1.794060283,6.214041134,17.12316843,15.45053471,-3.319775962,-7.211622624,-5.975049185,-53.80452378,-92.9139661,-46.66886431,25.81031034,33.46653465,25.94834902,18.18039586,3.303703818,-34.2983289,-34.0754778,41.27149562,83.38051119,110,73.78,38.50522366,-6.324503606
111,73.05,257.4474316,19.13585463,-31.62980746,7.374287161,-24.39830238,-55.76459455,-37.9326214,39.59349482,-47.57296802,44.33628495,46.76477771,12.45464807,-18.38536843,-17.44014767,7.158254558,-0.312263662,-18.26154544,-54.68742465,-12.83885454,-35.38091325,111,73.05,31.18216905,-177.7872096
112,70.73,173.1770902,-18.43169921,12.9930742,-44.15763725,-47.33521906,-43.34863143,-17.83820637,-19.06220998,-7.808267549,33.39809061,-71.2304204,-72.54783628,20.93340981,27.84867723,-3.640121635,45.07140402,-0.423247745,32.4243482,57.34694206,7.997761858,112,70.73,36.86673095,-107.8097889
113,69.75,278.7946235,-4.174765419,-53.38928346,-34.14075796,-35.52399048,23.79856056,43.52011115,0.385337668,-31.00949669,-28.66945658,-26.90949552,22.90322222,15.44856312,4.631638308,18.66339555,25.06241857,-7.92478813,2.018290824,-6.610278446,-0.560611945,113,69.75,24.98321033,-72.48138666
114,69,153.3244772,-18.06440259,-32.41813226,0.261530724,-6.196898841,68.93044456,-12.71682652,-4.626136676,-38.00637718,45.62843581,-23.32055106,-27.57193292,-44.12566613,-13.24739451,-14.99277972,-18.93318359,97.21001685,38.36457449,-8.280827913,-23.93400332,114,69,36.54934809,-36.0401108
115,71.33,283.5173269,-58.80660245,-36.03710876,30.38323931,-16.1894473,12.38229353,-42.63585615,-20.39298754,16.05403111,-33.1358457,-3.258419956,4.449018784,4.489364112,15.84148496,30.94802168,-29.54259937,-9.140347793,-29.12709705,4.302106891,-0.750666162,115,71.33,24.51394427,-160.1674179
116,70.75,183.8212851,-25.9317077,9.874997644,16.87694594,-30.21828489,13.47551253,-39.67756916,-18.00849897,-32.59288242,26.23477391,-6.669401138,7.242667284,-80.15155524,-1.413910931,-67.84615733,6.137114626,-31.17416368,-42.1885201,-82.50628514,40.46066755,116,70.75,34.1384022,-338.0762572
117,71.63,289.6558861,-68.0688545,-18.78270854,38.50503006,-33.77271057,3.134005669,-4.355604111,-3.737185537,-16.89420953,-6.119342942,23.82051249,-26.09127919,-5.41810245,-30.23683734,42.45781694,-12.81554596,5.643537427,-16.33267704,-3.729283633,-2.871073358,117,71.63,24.58689299,-135.6645121
118,69,158.2968564,-37.42448194,36.98047908,-2.911669111,-13.59272085,9.754197977,13.95936974,33.40331835,37.50634863,13.61089022,-34.17234389,-19.43741953,35.50695955,0.774034543,-8.663301714,49.74167984,-21.17205918,72.30997446,48.25344578,-67.90705723,118,69,34.64269513,146.5196447
119,67.83,252.1278915,-31.24017466,64.12509266,24.00444215,55.46410209,22.56071461,22.35574503,-27.95390524,8.902830468,18.01633518,-1.996303153,14.96476905,4.056490622,3.150598946,-5.4592799,21.06481271,9.671914366,-33.06467364,10.24218983,26.84164086,119,67.83,24.54576197,205.707342
120,67.5,145.1796393,-5.908213679,34.0990207,3.785646432,-22.98388732,18.88970765,-30.48884242,34.0261474,-30.13674891,-14.90545596,-36.68689731,-48.86289387,-0.366447419,21.60080627,38.59566506,-30.60542565,-14.5000686,52.92127054,-71.52368014,77.78148449,120,67.5,37.05207316,-25.26881274
121,71.1,271.5292458,-14.07368231,31.64539876,-23.86846124,-34.28779188,-63.49956126,-37.77932301,40.66479908,10.03582664,6.103382719,30.891285,19.19457767,31.89748517,5.463419235,-0.54691113,23.17217738,-15.20723065,-19.89740969,-0.098347925,12.74829796,121,71.1,27.04044177,2.557930519
122,69,138.8386778,2.404136347,11.37919964,-30.77653631,11.83302155,4.277214019,0.204730251,-86.11666623,51.61072764,11.1884055,21.00656074,28.64858796,-63.90587805,-11.08489612,8.081186073,-29.35252928,-66.3052392,-38.09981643,22.74156263,-19.08366477,122,69,34.81191342,-171.349894
123,68.48,280.6577822,-1.991270864,24.41988309,19.14397872,-12.08813196,-24.21393984,-60.16233203,56.64103368,-47.16618376,-24.53042543,-30.78488463,-15.62806516,-5.977141083,-20.01705179,-10.98937449,-12.25068121,-0.926555147,11.39107387,-4.586979278,4.245589745,123,68.48,25.2878499,-155.4714576
124,72.6,160.9786948,-42.57563125,12.44404007,-92.48463197,-32.75458779,-44.75692873,-21.40010452,14.97400274,-50.31170367,49.44742645,57.80164277,-1.918728142,-6.160280362,21.03679313,10.42894521,-24.00722647,30.43435815,-36.32811116,-46.68959885,0.387681123,124,72.6,37.0171167,-202.4326433
125,69.05,264.9461811,-10.25492611,-44.45202453,-48.92426387,-20.33106446,-2.157892898,3.011441847,-38.82669022,28.96848691,0.018419351,-58.53086728,-48.96230095,-2.856380647,-38.35562886,-6.740566641,18.00495899,-8.219300692,15.2944898,-15.57019409,20.24902552,125,69.05,25.49910071,-258.6352788
126,71.83,193.5903152,9.441227769,32.10992687,25.49411675,-30.01739958,62.76212261,28.30066576,-40.2129115,-60.89616709,-20.80923608,34.47303667,8.134609934,77.09322097,-44.73985546,30.55637967,0.514724592,-7.773626365,-25.87364742,-40.97012017,11.96618234,126,71.83,36.79641839,49.55325027
127,69.67,245.1214009,-1.003885051,2.658617297,71.08533816,29.09366159,-5.289301545,2.53513017,14.30749859,-27.71595051,-20.42753933,-38.78154634,-17.5366749,-45.21557272,48.07830097,-2.976998503,13.34962803,-55.21928631,21.04722531,8.769274438,31.49039648,127,69.67,30.95455118,28.24831583
128,69.91,166.8791069,3.769992784,-20.3000975,4.383240769,-20.6414382,-53.08838103,-69.81433789,21.78836695,-19.27384078,-14.51424862,-69.00953539,19.54508838,7.471627967,-56.62232094,39.47966789,55.03829733,24.06279368,-29.51383848,15.50401916,-52.77237216,128,69.91,36.03259224,-214.5073161
129,73.36,294.216368,9.878590825,7.547384485,-39.94259739,-53.20837326,-42.46985791,-19.57481372,-16.7498092,28.21808161,42.6122215,-0.75224747,-11.47848235,-25.73830866,31.43997535,14.91787752,-4.546259909,-2.999558451,11.50283397,-4.757576779,1.935128332,129,73.36,24.67176676,-74.16579151
130,74.22,153.2497102,-21.37824928,20.11083537,-48.94022178,-4.067251743,30.81741467,34.03387508,-31.6125027,-0.732745335,-38.56867835,-2.71082734,-82.1355641,33.5824973,-37.37932233,32.68229784,-14.66975213,61.59421174,64.21489368,-0.764387915,-17.43559577,130,74.22,37.43331481,-23.35907309
131,70.75,285.0282099,11.57265129,-9.454672381,-5.734613547,24.09813757,35.25311888,22.84058276,6.141548232,-29.19288785,-12.84816632,2.895882811,9.423081841,-9.459588793,41.93916188,48.08419131,9.040217838,-15.41289108,-14.1129697,-46.16681668,32.66530795,131,70.75,24.15730694,101.571276
132,74.56,148.6296067,-35.15970022,-11.2774389,-32.78293009,35.94403899,-26.87732695,-99.15481238,24.70167157,11.20040485,-51.90636914,6.022160315,-63.26555084,-25.38387931,0.656787863,-46.06087084,-52.97819255,-6.45901432,19.25755734,-24.03183555,12.81549227,132,74.56,33.62204101,-364.7398079
133,74.58,315.9321396,-4.514851285,1.21801199,-15.98163261,-30.63554259,-27.71559333,-24.01940973,5.643188868,12.51032572,16.70388696,19.83420245,7.12092988,-14.37405814,20.22376228,35.46777022,24.6633753,-27.84534518,9.996890188,10.51606957,-14.75655465,133,74.58,19.40837792,4.055425911
134,76.5,175.5030364,-6.374237568,-16.14166452,6.930662995,-18.43589795,4.583028715,38.65946905,-36.11081066,-16.3026418,-26.68140671,12.10803152,-63.86108177,-38.67863949,-14.4395418,-101.6899271,18.06134977,45.81825065,4.734269569,15.38255263,-68.13647296,134,76.5,35.91660169,-260.5747074
135,76.1,288.7429985,-24.06772442,-67.42603031,-5.637977604,0.448245841,18.5322123,12.64817024,34.34110278,-21.13968723,26.7661364,-30.62709075,6.27684072,27.97089895,22.08906709,40.62712778,5.975109212,-3.182353901,52.37679674,-11.70756093,50.64998695,135,76.1,29.41133185,134.9132699
136,77.73,190.3045473,-23.56417295,15.19372462,-3.328980524,-11.38750746,13.99163547,-38.10115902,25.41146556,42.43837964,-16.66678277,-10.82475312,8.15823256,-53.71250678,5.161448453,-26.83657941,-29.69021442,7.006075211,-129.4376674,-32.4953007,53.57276986,136,77.73,38.73725393,-205.1118932
137,75.1,294.2644609,-51.33805964,33.54130135,-4.646128848,23.00669648,28.28492911,-5.341575325,-18.15107386,4.584393166,28.78518187,17.74851529,0.798321252,24.53862405,-13.79455311,-11.38220519,-24.05653708,-11.25408555,54.70221064,-33.97334406,-44.20131094,137,75.1,27.49371611,-2.148700395
138,75.64,185.5655399,13.76829644,8.677168799,-1.134462048,16.00182271,-19.62301148,19.26686492,5.026940874,-32.49327406,3.733803155,-29.6724508,-9.730840968,-47.33797685,55.68724653,-17.72856548,61.07993209,-83.338498,-36.60754487,90.20592114,1.115289842,138,75.64,39.1749944,-3.103338056
139,77.15,327.7321445,-45.68762935,10.70124545,-14.58462178,16.04610749,-18.44953571,-3.987458888,5.005577867,-13.26073164,-9.349603258,-12.93253024,3.978443578,-21.41360634,-14.08733224,27.8526563,-17.13768015,-33.49971899,18.26051573,-35.12984316,-12.87033854,139,77.15,18.56822567,-170.5460839
140,77.22,159.443935,10.4530105,-13.84622673,14.44743096,8.008878394,-10.80664578,-28.68934325,18.32130928,3.68745607,-22.08456409,-15.19287693,-16.66346518,47.49339482,9.545215156,-27.11121771,-12.90893491,137.0007091,29.71631643,-52.82932154,-13.99435977,140,77.22,38.74841486,64.54676482
141,76.19,306.906203,-22.40051836,7.79851768,-22.55665055,-24.28753663,-23.09912404,-31.13026742,-9.200778037,-12.87254083,56.59214465,-2.277898252,29.80074939,-38.16066762,8.294674856,32.73666752,25.68613403,-15.46551323,-22.59536333,37.05116091,-7.162777989,141,76.19,26.03883387,-33.24958725
142,75.67,198.3647281,7.574402042,5.596934331,0.332065064,-32.20198158,-16.12080431,5.018067955,-10.64250722,45.2166329,-36.95592418,-61.45157554,-9.599155463,29.34307506,-19.97382256,29.8677849,-71.43445973,-83.8408681,-40.67558995,-60.10597758,40.1640575,142,75.67,36.88129661,-279.8896465
143,75.59,305.617163,9.287513304,-16.4891061,6.347498201,10.05820492,40.33666351,18.22531061,-21.4714789,-16.65003727,-4.87735797,22.96608822,51.33982882,13.01308881,10.28893042,12.10138816,-23.24772561,29.11781648,37.00091749,-2.033067887,5.470572128,143,75.59,20.36118534,180.7850473
144,75.18,179.1101105,31.62452657,-8.148225894,2.693511384,12.41811746,-20.65900127,-26.23220456,30.08657422,32.4517356,22.32890436,-10.79106549,-38.34539328,-131.8673897,3.515985548,11.85538964,42.12055992,-33.92846783,43.96877792,-39.75015281,-17.4192917,144,75.18,39.87134071,-94.07710991
145,75.8,287.3386713,12.21244134,-26.66509938,-15.06296453,-19.77021238,-27.08359335,-30.08430147,-3.07956695,-6.760675438,-43.18430063,-51.40227535,37.71131958,52.76994813,-23.29649475,-9.882852763,-16.51831109,-35.45047343,-49.20914994,-20.61696019,-15.85274308,145,75.8,25.84331296,-291.2262657
146,76.67,153.5260602,56.49242637,-4.336153233,26.402542,11.83854668,-27.48132416,74.97804889,-2.423157615,-36.20094023,48.57029915,39.27544661,-11.85448936,-75.38228922,43.96200895,29.7580392,-42.80019478,-20.8581702,52.71919223,-5.738044365,-12.2059681,146,76.67,38.66829461,144.7158188
147,75.56,250.7943753,33.23802224,-9.599258118,-16.42812,-24.33568425,27.07211261,-57.22848451,43.95638518,-30.01744932,-60.134392,-37.29569848,-42.64675593,24.42676655,-76.13705027,16.30214082,2.745439056,-28.38415416,12.51777289,22.61873738,16.10323824,147,75.56,34.30454771,-183.2264321
148,78,191.8663205,-7.128948645,18.22255252,16.15491202,-39.99049923,-59.57251739,-44.50969716,-21.25406408,44.00266236,43.64031259,11.33418765,27.7376214,24.85455363,-18.10299224,1.741650101,-34.15552779,46.92610657,11.72714538,-84.70750083,-78.07611652,148,78,39.49725347,-141.1561597
149,75.35,300.0122022,20.63179125,-4.760155341,-2.498725497,0.583090029,15.73529884,22.28641503,-40.42268192,-7.356288026,-22.8897174,-31.15679357,-2.576906185,-12.8570315,-8.840002192,17.36445312,35.81908501,-62.43931181,-50.19111063,-19.14782557,-3.100489092,149,75.35,24.84990865,-155.8169055
150,76.92,206.1735944,4.257652243,-10.36635947,3.214926535,-33.85642383,-55.65594529,1.648539815,15.488335,-57.27556765,-78.32625909,39.18938609,-56.11632694,-16.05559188,-13.26661429,7.113652839,-34.4346116,54.91351584,21.54152079,-6.19140552,73.57130023,150,76.92,38.58204933,-140.6062762
151,77.57,299.0428298,9.631755513,0.259734876,29.04023498,-26.44445847,-7.491735184,15.35707312,14.76630936,23.10715708,67.75187787,16.26895968,45.31855598,12.66319689,29.15477134,0.524017218,-11.69540226,-28.03309907,26.66693046,46.23920287,-19.6144659,151,77.57,24.74660459,243.4706164
152,76,185.878454,18.79495427,0.005384494,-22.67114187,-5.937477214,35.53169179,-10.57574013,-4.046301812,37.08613686,-50.13156442,-52.16963179,-72.49493872,-32.62143255,56.65339169,-36.18050958,26.9071641,1.208691175,-66.36729148,-33.53207865,-63.72586446,152,76,37.06192547,-274.2665583
153,76.4,287.1092556,-7.064684793,-5.845564199,-13.98961196,-54.97842255,29.22263007,-31.77661418,27.06117258,-35.43716102,-47.19870291,20.04448997,37.57366822,25.35647508,-12.73764477,26.53088416,-32.64203646,2.90533182,-7.808377203,-21.99706893,55.95438162,153,76.4,30.20880601,-46.82685546
154,80.5,216.3744425,65.17206863,-39.39906269,23.61597013,3.536834366,29.02951571,-11.34101831,-12.06441096,81.21455404,55.55545744,44.55483151,4.612955251,-89.82457228,-10.9522955,-23.59260341,47.10470818,-10.0009483,24.99623607,-19.33044496,12.58245988,154,80.5,39.58706903,175.4702348
155,77.65,272.5773413,1.970476607,-2.091026778,-22.23366888,31.28540369,-24.28440007,-7.826858284,-22.56281902,-22.65273646,-55.21638683,-81.70591336,-4.188250876,-3.800666316,-8.987399268,32.57971113,-26.99274367,-34.53303227,8.556353377,-2.066088152,-76.77554781,155,77.65,29.47399249,-321.5255932
156,77.33,159.6733508,7.595596714,42.72378188,-1.980787137,12.34581503,26.90790215,-11.40888826,9.750786678,-34.22851518,28.34358315,74.22686521,86.26955061,-19.48695433,42.12521102,-60.28399701,64.85565578,3.188709002,-19.37313538,-14.73870125,15.6002699,156,77.33,36.56473436,252.4327486
157,79.24,298.5013192,39.33192934,-19.10174455,-5.15336351,-13.78834455,-6.587931903,-44.49600747,13.33240263,14.82979241,-3.10937536,-53.93370593,-71.38260295,-40.91932577,-10.25609903,10.03334731,-6.493532076,32.94501768,46.34447987,-3.141942971,22.53840751,157,79.24,30.53990547,-99.00859932
158,78.89,157.5768203,-4.700448946,9.434542925,-5.069517509,-50.27744741,-6.46010862,-3.182862946,-3.818801453,-6.868431909,-44.86659668,11.74449836,55.90743826,32.93467481,-5.677727175,75.36741108,54.76000909,27.43828597,-112.4996514,-6.608718772,13.044908,158,78.89,40.66827219,30.60145568
159,78.05,312.713566,12.75467396,-34.07536988,-45.17069872,-16.95704738,8.396131378,-7.152935771,-2.317936688,1.918336053,26.17656616,-10.96517055,-23.14036376,-67.35896608,8.948961991,-22.19503391,-47.14545321,-8.188659842,-25.32657121,-22.26139915,-5.114340458,159,78.05,22.45953282,-279.1752771
160,77.25,202.8580156,6.417430955,-17.88569441,-29.07733169,-21.01736975,24.09431336,32.64114733,15.17519031,18.5718963,-3.119378294,0.272150488,4.310179878,22.35335277,-1.668335447,104.3362631,31.47828218,-103.3849518,48.24287218,-1.971612191,45.30623076,160,77.25,39.56101764,175.074636
161,75.3,323.539423,-24.51775136,-15.89051435,-11.12740593,18.62172953,-19.90541686,9.739676247,22.88603361,7.709953544,-5.714595497,-0.501356016,-27.78978646,14.28615009,18.57441782,3.640594722,13.84487612,15.95296338,-26.29043618,5.963505095,8.3222047,161,75.3,16.23030897,7.804842205
162,75.45,185.1739027,3.462764359,-14.05559414,5.726057465,27.11522689,10.87951611,-30.80458297,16.90652254,5.342733908,19.50574316,-30.23082141,37.59315432,44.67060225,62.46832583,41.00957032,-18.87711778,-3.865276182,115.8293702,3.777945487,-53.03044001,162,75.45,37.09300997,243.4237003
163,75.91,304.8577655,-4.649640144,5.298786111,47.37031677,-18.4591584,42.46679262,0.535727406,8.776201829,19.87606075,-9.910363291,-11.88470053,7.987312506,-42.61908858,6.222651409,22.44169643,40.14943534,-12.85707551,-30.01865007,-52.77322651,0.391637155,163,75.91,26.17555188,18.34471529
164,78,191.3959603,35.07921524,-64.14091554,-4.493367099,1.57541827,-52.86845744,17.62202324,66.569854,-51.36678491,-19.247881,-12.27099654,-35.44022546,8.178067548,54.77461326,-21.28897657,-74.18783995,49.06181227,-39.06119139,-11.14562669,18.87532846,164,78,39.61372148,-133.7759303
165,76.14,273.9856245,-17.76661675,23.32011144,27.89733953,-36.52726457,8.595102459,-16.8038256,-16.87274651,15.42353422,65.24248738,-2.69630878,75.41864703,-23.37937829,-5.087269028,2.986641301,34.51173932,28.95612261,5.646684799,31.8953361,-34.01676689,165,76.14,30.04955535,166.7435698
166,75.18,184.2168783,2.382605375,25.78189638,-32.78968738,12.92786628,-2.759220867,35.4314144,-8.958532444,11.88908112,-73.21067566,-1.813211578,-75.60556245,-94.39373167,-11.48602018,-14.8935661,-11.80066259,-65.95048081,-21.03147862,12.77974693,11.23741493,166,75.18,35.65372437,-302.2628049
167,71.16,257.5694722,25.70941739,-28.7381378,-4.125349196,26.96104477,24.09428288,-27.68501697,17.65698695,-3.566318119,-5.16125612,15.42600043,43.96653449,64.88714832,-34.19762721,0.914878827,-12.70886624,33.65373766,41.99089576,-26.4819779,38.37682453,167,71.16,27.90251178,190.9732025
168,72.22,149.120227,7.956696537,61.07285499,10.39212026,15.4987819,-11.78698884,16.43151361,-11.44043649,26.26269072,15.26334394,48.1207775,-31.26943489,-87.73200761,46.268135,-45.77658755,24.63956386,0.340106808,29.97838431,-20.32738172,-55.05977613,168,72.22,36.77942217,38.83235621
169,76.35,253.6423912,-0.402268636,41.3244931,-17.60504146,-42.56678097,9.146053254,-48.55764051,10.45291532,-61.55727412,-55.58229647,-54.64319882,-2.272423899,-0.843516773,-68.98124375,11.6218903,-14.05816513,-23.06281078,-25.24997185,43.06620586,12.66200223,169,76.35,32.59644078,-287.1090731
170,73.09,179.4106766,62.56809833,2.844298983,22.59288071,-34.40065048,-3.275884479,-7.166541496,-38.77539195,-13.54640873,53.44337723,46.82813855,35.75786026,18.43099276,56.13360272,-26.93740588,-7.013218912,-27.90963023,47.16068488,-48.6138096,62.85233839,170,73.09,36.38247476,200.9733311
171,69.58,246.9336693,36.88620553,-45.25917939,-29.13848675,-14.54834243,9.823743052,-8.138688636,0.682287735,14.36259544,-15.26053269,-86.85162865,-64.36822979,-34.21745737,-23.80518674,-16.32094484,5.171211607,-0.322751189,22.58862716,8.525008175,-15.01857853,171,69.58,29.17257774,-255.2103283
172,67.5,123.8844963,21.74595361,-19.20719474,30.45503337,2.272942495,-7.321114726,4.074613726,-31.84433167,3.014269261,-40.34934457,57.48509147,48.1825906,64.78315408,4.741876521,1.189779493,74.7141826,12.35739982,-22.62130431,-35.99092921,-24.77689926,172,67.5,33.57927492,142.9057686
173,74,279.8236177,47.48082837,27.64166886,27.00936839,-5.726712504,-8.664855803,-16.58176179,-24.13440753,3.475743481,-22.66288865,-52.35859452,-49.98690181,-53.51213384,44.72138721,20.70860726,-19.64988842,6.577936913,-17.2515276,-35.29537829,7.777077509,173,74,29.94853138,-120.4324328
174,73.11,145.6472022,-8.621683108,-8.872288933,-16.74140098,-51.75735174,-35.86910968,-14.57515189,38.09544206,-70.47920056,-15.57252186,-13.1639332,-20.37815412,56.99528766,-26.0138925,52.76070703,42.02690788,11.73311225,14.61883205,73.69184949,50.21025689,174,73.11,38.70353172,58.08770674
175,67.9,254.8451355,-10.99504372,-31.45968228,-8.028486094,-68.05845808,-34.17038971,-11.73896238,12.07852799,48.14319252,47.03029124,-22.13805815,3.579903661,-48.74900117,19.17559864,23.63939054,9.615688878,13.73928737,-2.368006999,-26.78756879,-24.73276239,175,67.9,29.51101182,-112.2245389
176,76.27,192.4798007,-13.29631606,53.65064296,-62.82182812,-28.63592336,35.01242865,38.96514296,-40.168893,-1.211083561,-81.23788144,15.04188938,-37.77657786,7.027908269,1.212965049,-15.78479117,-40.73534768,24.50889912,69.88450683,10.9715054,-14.9120227,176,76.27,38.30700965,-80.30477633
177,72.2,272.7347874,-36.71415184,-44.1264152,-42.16379402,8.603415763,39.17616157,7.301007869,12.668808,-65.86948171,37.75327826,-4.252273512,27.68605211,-22.79285386,29.48786283,20.72003181,-22.80071865,11.51123067,-38.51807872,9.357295463,10.03187333,177,72.2,30.24307991,-62.94074984
178,70.17,182.8201238,-7.137951591,-18.86049315,12.12662031,0.646874706,-1.104758473,-11.50953223,37.77974406,6.421155478,29.41420957,12.02917927,-60.48252846,-48.45189349,-70.85508171,25.11192775,-35.94118684,-37.65549554,-27.43970493,-83.86973671,51.17601273,178,70.17,36.41017779,-228.6026393
179,72.1,294.3988495,-22.19599067,-14.63372118,33.38030719,30.17136117,11.63494221,-16.89197432,-32.4349454,19.83905279,4.648725516,8.160231266,14.42374243,38.41126468,2.222763914,13.38758364,-49.70778583,13.03035972,-6.539259077,3.987666168,-34.24140727,179,72.1,23.40796272,16.65291695
180,69.25,185.4033185,19.25885918,10.21736325,-6.795984897,11.09667561,3.532148676,-11.45431038,-3.37375591,-23.95427242,-12.97933256,-2.674469378,-39.54603222,-30.35835031,57.96265888,-40.45501652,94.52364701,-70.7244796,-8.662344706,38.49971164,-34.3769546,180,69.25,36.68761167,-50.26423926
181,71.26,298.4734864,-10.53793387,-1.227412554,15.24051198,-24.91293405,-3.093022529,-55.39879914,22.92959687,-15.35921582,-24.0642005,-0.071931165,20.13329074,15.72567585,-23.19974121,-7.114693358,-12.5816431,-9.906860509,-14.77800103,-47.08415677,3.23965307,181,71.26,20.22297528,-172.0618171
182,67,138.3376875,-21.76385254,28.15729442,-11.82326321,3.584192342,8.426447109,27.4618589,-20.97542669,47.66215305,43.90293763,49.0006866,-15.1496838,-7.434118102,13.17264854,43.04282039,48.97878137,56.88638783,39.04341084,-64.45611772,2.064741605,182,67,31.69180392,269.7818986
183,70.15,251.3156257,-34.10925762,21.03285746,-9.111556861,-26.72313912,5.539178576,-5.249322274,-10.71171294,-38.0992533,-46.01371785,-61.93468597,-25.90998369,-18.31396679,-39.62482727,37.6496801,-8.31141261,-19.46469988,-13.78676455,69.88319444,-2.178050803,183,70.15,29.75921977,-225.437441
184,73,231.1031644,3.477619538,-6.112201668,-11.47910065,87.21104711,57.11862148,35.86819627,-5.895095712,0.842939201,-0.117914267,31.73345003,39.13401912,-3.576323204,40.74636872,20.62420753,-44.10742265,-20.29543119,-12.32111379,-50.60532792,-33.80563325,184,73,34.29980879,128.4409047
185,70.78,251.9338813,-10.38368763,8.828218642,-29.53592073,16.87196778,-19.82094628,-12.9617751,35.59705096,24.52174079,-0.067619295,-53.24167451,-75.77219167,-40.24089294,3.684477383,-8.933010901,4.385212625,47.53602608,24.84833966,7.900475413,22.05931594,185,70.78,30.21736837,-54.72489378
186,70.1,155.8480503,52.18059599,-28.52257435,35.25636004,-2.677093022,-7.047471804,-11.44621883,-73.84830131,-39.40159835,-15.78237414,47.70549121,51.07752995,67.23760602,1.032397053,27.28729477,32.08570293,-21.17724846,-9.301712337,-35.50911716,-20.03393585,186,70.1,36.61565758,49.11533235
187,67.81,242.5421622,0.3593092,-27.4009529,-13.47642947,8.486965025,-19.52972546,-31.64756362,-1.938699288,-20.17444339,-15.27786661,-11.63409249,-50.71265824,-90.60426564,22.96286317,-52.22992813,-27.15054192,0.289011055,16.02727943,10.80963963,-0.287059341,187,67.81,26.6340962,-303.129159
188,72.78,145.4293152,-18.40063023,-8.352868577,-18.05813988,-33.75849432,-11.13522824,11.64333421,2.969045656,-28.35837091,44.36792648,4.71408848,49.39166412,68.40249933,-82.22786586,74.13292473,-11.96885945,-18.57242851,34.79022972,24.328858,21.58533909,188,72.78,37.33461011,105.4930238
